ids,labels
325,2
326,84
327,91
328,94
329,14
330,71
331,36
332,61
333,62
334,5
335,60
336,67
337,73
338,97
339,95
340,9
341,1
342,68
343,62
344,99
345,66
346,21
347,24
348,10
349,14
350,33
351,42
352,81
353,13
354,48
355,40
356,96
357,42
358,11
359,63
360,64
361,39
362,33
363,94
364,63
365,10
366,14
367,54
368,33
369,42
370,90
371,33
372,28
373,29
374,84
375,93
376,7
377,0
378,94
379,33
380,26
381,6
382,41
383,80
384,69
385,74
386,29
387,67
388,85
389,1
390,40
391,57
392,72
393,30
394,74
395,27
396,42
397,49
398,47
399,30
400,40
401,93
402,74
403,12
404,6
405,0
406,72
407,16
408,98
409,44
410,40
411,47
412,71
413,42
414,11
415,66
416,64
417,48
418,53
419,96
420,80
421,58
422,42
423,96
424,68
425,42
426,77
427,10
428,27
429,32
430,79
431,98
432,69
433,51
434,11
435,19
436,31
437,67
438,36
439,61
440,16
441,5
442,81
443,85
444,18
445,85
446,42
447,22
448,29
449,91
450,22
451,22
452,22
453,18
454,84
455,9
456,29
457,27
458,91
459,5
460,58
461,87
462,76
463,11
464,70
465,44
466,33
467,17
468,82
469,0
470,79
471,97
472,14
473,14
474,93
475,14
476,85
477,42
478,4
479,5
480,37
481,75
482,63
483,91
484,0
485,73
486,79
487,87
488,67
489,74
490,97
491,25
492,49
493,21
494,74
495,67
496,1
497,74
498,89
499,71
500,42
501,67
502,90
503,11
504,22
505,41
506,63
507,58
508,47
509,93
510,68
511,11
512,98
513,73
514,54
515,53
516,73
517,36
518,83
519,70
520,64
521,2
522,44
523,31
524,62
525,11
526,95
527,42
528,39
529,18
530,49
531,63
532,8
533,76
534,35
535,14
536,76
537,19
538,99
539,57
540,42
541,78
542,2
543,27
544,73
545,67
546,81
547,54
548,49
549,14
550,96
551,11
552,30
553,72
554,99
555,42
556,45
557,56
558,27
559,47
560,73
561,93
562,20
563,26
564,33
565,49
566,61
567,45
568,45
569,12
570,36
571,68
572,10
573,98
574,33
575,12
576,93
577,38
578,58
579,96
580,38
581,87
582,82
583,22
584,0
585,41
586,29
587,33
588,10
589,35
590,27
591,13
592,91
593,56
594,9
595,24
596,4
597,30
598,1
599,39
600,97
601,30
602,83
603,39
604,72
605,84
606,97
607,4
608,64
609,77
610,45
611,82
612,13
613,84
614,0
615,48
616,28
617,74
618,22
619,58
620,49
621,39
622,76
623,0
624,17
625,64
626,48
627,97
628,93
629,82
630,85
631,33
632,97
633,3
634,70
635,60
636,61
637,32
638,26
639,99
640,89
641,12
642,85
643,39
644,8
645,82
646,67
647,94
648,74
649,22
650,15
651,66
652,89
653,33
654,97
655,0
656,19
657,5
658,65
659,36
660,45
661,1
662,76
663,63
664,87
665,82
666,17
667,64
668,99
669,97
670,30
671,73
672,83
673,80
674,1
675,28
676,55
677,91
678,72
679,68
680,14
681,14
682,1
683,92
684,97
685,26
686,18
687,21
688,37
689,91
690,30
691,88
692,86
693,92
694,14
695,10
696,78
697,25
698,73
699,78
700,42
701,42
702,42
703,10
704,65
705,26
706,31
707,85
708,78
709,29
710,74
711,81
712,97
713,1
714,82
715,0
716,33
717,47
718,56
719,57
720,64
721,76
722,60
723,84
724,35
725,1
726,61
727,75
728,62
729,21
730,61
731,10
732,90
733,13
734,94
735,88
736,71
737,4
738,83
739,93
740,93
741,10
742,38
743,10
744,61
745,41
746,88
747,83
748,91
749,82
750,74
751,15
752,48
753,25
754,63
755,71
756,8
757,98
758,93
759,7
760,37
761,5
762,96
763,60
764,80
765,80
766,13
767,90
768,54
769,15
770,76
771,39
772,95
773,24
774,63
775,64
776,70
777,42
778,81
779,0
780,12
781,64
782,29
783,79
784,39
785,60
786,22
787,30
788,82
789,14
790,48
791,33
792,55
793,32
794,25
795,1
796,13
797,94
798,62
799,85
800,22
801,23
802,46
803,58
804,99
805,39
806,10
807,53
808,37
809,33
810,36
811,15
812,33
813,52
814,63
815,32
816,6
817,36
818,25
819,7
820,81
821,42
822,13
823,22
824,73
825,54
826,83
827,61
828,0
829,28
830,11
831,53
832,85
833,31
834,26
835,76
836,33
837,71
838,49
839,39
840,84
841,47
842,35
843,19
844,47
845,74
846,19
847,78
848,53
849,11
850,98
851,6
852,42
853,71
854,88
855,1
856,72
857,45
858,24
859,93
860,44
861,33
862,16
863,33
864,9
865,10
866,50
867,33
868,24
869,47
870,44
871,33
872,42
873,53
874,10
875,78
876,41
877,77
878,54
879,12
880,39
881,29
882,76
883,88
884,70
885,26
886,45
887,2
888,33
889,69
890,36
891,18
892,90
893,93
894,47
895,37
896,99
897,42
898,12
899,33
900,27
901,85
902,89
903,16
904,38
905,99
906,25
907,28
908,76
909,51
910,72
911,39
912,8
913,96
914,47
915,42
916,11
917,77
918,44
919,21
920,93
921,89
922,37
923,48
924,47
925,56
926,80
927,47
928,14
929,52
930,11
931,60
932,9
933,68
934,22
935,23
936,80
937,31
938,54
939,97
940,71
941,54
942,45
943,56
944,23
945,42
946,81
947,74
948,16
949,47
950,47
951,73
952,42
953,51
954,10
955,35
956,71
957,13
958,71
959,88
960,74
961,47
962,72
963,51
964,82
965,3
966,76
967,47
968,53
969,42
970,60
971,63
972,28
973,24
974,36
975,69
976,82
977,90
978,70
979,5
980,77
981,42
982,42
983,99
984,12
985,27
986,66
987,35
988,27
989,21
990,23
991,33
992,3
993,37
994,84
995,89
996,50
997,76
998,53
999,91
1000,74
1001,23
1002,94
1003,40
1004,72
1005,90
1006,86
1007,44
1008,95
1009,92
1010,25
1011,91
1012,35
1013,29
1014,0
1015,9
1016,37
1017,64
1018,50
1019,90
1020,27
1021,47
1022,42
1023,48
1024,71
1025,12
1026,97
1027,0
1028,3
1029,41
1030,93
1031,10
1032,51
1033,72
1034,13
1035,65
1036,81
1037,73
1038,72
1039,30
1040,72
1041,61
1042,82
1043,8
1044,6
1045,16
1046,93
1047,11
1048,78
1049,29
1050,16
1051,17
1052,39
1053,67
1054,20
1055,67
1056,81
1057,93
1058,49
1059,45
1060,19
1061,42
1062,57
1063,60
1064,60
1065,36
1066,23
1067,42
1068,27
1069,19
1070,41
1071,55
1072,19
1073,20
1074,49
1075,28
1076,20
1077,33
1078,7
1079,44
1080,7
1081,89
1082,1
1083,90
1084,42
1085,97
1086,23
1087,93
1088,47
1089,52
1090,29
1091,29
1092,42
1093,93
1094,89
1095,70
1096,48
1097,82
1098,40
1099,68
1100,55
1101,38
1102,72
1103,63
1104,76
1105,27
1106,54
1107,60
1108,96
1109,49
1110,1
1111,92
1112,44
1113,30
1114,29
1115,92
1116,5
1117,93
1118,40
1119,5
1120,21
1121,42
1122,82
1123,80
1124,19
1125,93
1126,64
1127,10
1128,81
1129,69
1130,9
1131,91
1132,96
1133,34
1134,73
1135,40
1136,0
1137,22
1138,51
1139,91
1140,74
1141,76
1142,5
1143,13
1144,52
1145,58
1146,32
1147,32
1148,37
1149,63
1150,61
1151,19
1152,14
1153,49
1154,64
1155,58
1156,8
1157,62
1158,47
1159,67
1160,41
1161,33
1162,84
1163,60
1164,67
1165,78
1166,30
1167,24
1168,84
1169,98
1170,31
1171,83
1172,40
1173,2
1174,47
1175,44
1176,3
1177,68
1178,60
1179,42
1180,71
1181,33
1182,14
1183,72
1184,15
1185,30
1186,63
1187,85
1188,12
1189,38
1190,66
1191,99
1192,27
1193,53
1194,12
1195,93
1196,14
1197,21
1198,47
1199,21
1200,42
1201,77
1202,55
1203,64
1204,57
1205,76
1206,5
1207,29
1208,41
1209,14
1210,41
1211,77
1212,58
1213,60
1214,45
1215,61
1216,19
1217,19
1218,48
1219,61
1220,81
1221,69
1222,77
1223,60
1224,42
1225,92
1226,31
1227,97
1228,36
1229,30
1230,64
1231,82
1232,88
1233,7
1234,38
1235,57
1236,54
1237,33
1238,46
1239,14
1240,74
1241,90
1242,76
1243,28
1244,7
1245,6
1246,84
1247,76
1248,96
1249,28
1250,98
1251,96
1252,93
1253,64
1254,45
1255,54
1256,29
1257,79
1258,70
1259,46
1260,89
1261,89
1262,64
1263,42
1264,39
1265,53
1266,44
1267,50
1268,56
1269,84
1270,46
1271,13
1272,39
1273,74
1274,5
1275,56
1276,68
1277,70
1278,92
1279,93
1280,25
1281,33
1282,37
1283,50
1284,81
1285,67
1286,41
1287,44
1288,99
1289,41
1290,79
1291,49
1292,59
1293,52
1294,35
1295,99
1296,17
1297,64
1298,5
1299,96
1300,3
1301,88
1302,3
1303,45
1304,0
1305,68
1306,33
1307,49
1308,0
1309,79
1310,99
1311,76
1312,33
1313,33
1314,5
1315,35
1316,44
1317,70
1318,9
1319,76
1320,88
1321,48
1322,60
1323,37
1324,42
1325,14
1326,91
1327,58
1328,78
1329,12
1330,1
1331,5
1332,18
1333,5
1334,29
1335,47
1336,66
1337,63
1338,61
1339,28
1340,99
1341,20
1342,88
1343,50
1344,53
1345,97
1346,59
1347,78
1348,35
1349,27
1350,6
1351,35
1352,33
1353,40
1354,23
1355,68
1356,45
1357,52
1358,17
1359,72
1360,47
1361,12
1362,94
1363,81
1364,76
1365,91
1366,72
1367,35
1368,18
1369,47
1370,92
1371,19
1372,19
1373,0
1374,42
1375,50
1376,42
1377,93
1378,73
1379,27
1380,53
1381,10
1382,8
1383,25
1384,76
1385,96
1386,18
1387,12
1388,42
1389,84
1390,25
1391,41
1392,84
1393,23
1394,68
1395,47
1396,33
1397,42
1398,8
1399,11
1400,78
1401,92
1402,84
1403,42
1404,48
1405,80
1406,37
1407,31
1408,33
1409,88
1410,78
1411,74
1412,76
1413,44
1414,95
1415,94
1416,70
1417,52
1418,1
1419,16
1420,99
1421,33
1422,10
1423,15
1424,47
1425,80
1426,57
1427,13
1428,22
1429,93
1430,29
1431,64
1432,38
1433,42
1434,84
1435,87
1436,91
1437,93
1438,9
1439,17
1440,19
1441,57
1442,78
1443,93
1444,98
1445,13
1446,44
1447,24
1448,10
1449,58
1450,21
1451,56
1452,29
1453,33
1454,51
1455,78
1456,62
1457,53
1458,17
1459,28
1460,10
1461,11
1462,40
1463,45
1464,13
1465,87
1466,30
1467,66
1468,98
1469,8
1470,94
1471,25
1472,70
1473,54
1474,12
1475,86
1476,3
1477,76
1478,13
1479,11
1480,10
1481,91
1482,72
1483,45
1484,51
1485,53
1486,28
1487,40
1488,87
1489,89
1490,30
1491,58
1492,10
1493,27
1494,62
1495,39
1496,3
1497,33
1498,63
1499,73
1500,10
1501,59
1502,63
1503,37
1504,92
1505,78
1506,26
1507,12
1508,84
1509,29
1510,15
1511,33
1512,67
1513,32
1514,9
1515,27
1516,12
1517,27
1518,78
1519,35
1520,30
1521,93
1522,69
1523,66
1524,72
1525,20
1526,54
1527,12
1528,86
1529,84
1530,63
1531,63
1532,97
1533,54
1534,76
1535,47
1536,82
1537,0
1538,85
1539,73
1540,16
1541,2
1542,7
1543,38
1544,59
1545,81
1546,39
1547,79
1548,25
1549,93
1550,16
1551,23
1552,17
1553,76
1554,71
1555,74
1556,63
1557,28
1558,56
1559,47
1560,41
1561,11
1562,9
1563,17
1564,31
1565,52
1566,47
1567,36
1568,58
1569,79
1570,27
1571,44
1572,42
1573,29
1574,79
1575,56
1576,3
1577,30
1578,0
1579,5
1580,76
1581,84
1582,52
1583,82
1584,64
1585,74
1586,22
1587,33
1588,49
1589,83
1590,19
1591,64
1592,61
1593,33
1594,22
1595,76
1596,47
1597,87
1598,70
1599,78
1600,60
1601,71
1602,74
1603,44
1604,68
1605,72
1606,23
1607,42
1608,47
1609,11
1610,25
1611,80
1612,24
1613,17
1614,12
1615,72
1616,33
1617,37
1618,32
1619,4
1620,42
1621,21
1622,11
1623,93
1624,21
1625,61
1626,3
1627,41
1628,22
1629,40
1630,54
1631,70
1632,65
1633,39
1634,21
1635,84
1636,52
1637,92
1638,71
1639,17
1640,47
1641,94
1642,39
1643,33
1644,79
1645,88
1646,26
1647,33
1648,39
1649,13
1650,83
1651,42
1652,20
1653,47
1654,29
1655,25
1656,25
1657,25
1658,99
1659,56
1660,68
1661,27
1662,13
1663,92
1664,12
1665,46
1666,76
1667,67
1668,55
1669,2
1670,71
1671,48
1672,3
1673,21
1674,20
1675,8
1676,77
1677,57
1678,96
1679,14
1680,32
1681,33
1682,98
1683,47
1684,90
1685,69
1686,44
1687,42
1688,78
1689,22
1690,99
1691,13
1692,91
1693,39
1694,85
1695,33
1696,61
1697,27
1698,42
1699,50
1700,56
1701,99
1702,62
1703,38
1704,67
1705,29
1706,53
1707,7
1708,38
1709,68
1710,22
1711,87
1712,29
1713,82
1714,22
1715,21
1716,30
1717,50
1718,47
1719,57
1720,16
1721,12
1722,30
1723,72
1724,96
1725,33
1726,62
1727,72
1728,44
1729,61
1730,35
1731,74
1732,21
1733,87
1734,25
1735,12
1736,37
1737,59
1738,0
1739,44
1740,25
1741,85
1742,54
1743,53
1744,73
1745,12
1746,3
1747,35
1748,49
1749,33
1750,73
1751,32
1752,97
1753,85
1754,31
1755,84
1756,90
1757,29
1758,98
1759,1
1760,51
1761,28
1762,44
1763,52
1764,44
1765,83
1766,40
1767,14
1768,67
1769,73
1770,12
1771,42
1772,27
1773,29
1774,59
1775,8
1776,17
1777,56
1778,64
1779,80
1780,1
1781,82
1782,51
1783,88
1784,86
1785,49
1786,86
1787,93
1788,42
1789,20
1790,44
1791,0
1792,25
1793,91
1794,29
1795,29
1796,42
1797,90
1798,47
1799,34
1800,35
1801,44
1802,68
1803,47
1804,6
1805,26
1806,22
1807,22
1808,16
1809,10
1810,93
1811,44
1812,41
1813,5
1814,81
1815,67
1816,99
1817,33
1818,82
1819,76
1820,74
1821,70
1822,65
1823,77
1824,70
1825,12
1826,91
1827,83
1828,95
1829,48
1830,47
1831,30
1832,49
1833,11
1834,3
1835,17
1836,33
1837,94
1838,29
1839,87
1840,49
1841,72
1842,57
1843,42
1844,73
1845,28
1846,16
1847,78
1848,46
1849,31
1850,25
1851,22
1852,73
1853,72
1854,25
1855,47
1856,56
1857,28
1858,17
1859,0
1860,71
1861,10
1862,20
1863,53
1864,89
1865,0
1866,28
1867,0
1868,23
1869,33
1870,53
1871,87
1872,78
1873,17
1874,69
1875,22
1876,17
1877,6
1878,0
1879,68
1880,44
1881,89
1882,93
1883,80
1884,45
1885,30
1886,37
1887,74
1888,28
1889,13
1890,23
1891,47
1892,24
1893,65
1894,18
1895,99
1896,29
1897,42
1898,47
1899,16
1900,81
1901,42
1902,29
1903,61
1904,17
1905,44
1906,33
1907,81
1908,78
1909,94
1910,40
1911,60
1912,27
1913,89
1914,3
1915,88
1916,18
1917,79
1918,36
1919,93
1920,74
1921,88
1922,59
1923,3
1924,25
1925,0
1926,42
1927,13
1928,47
1929,30
1930,87
1931,69
1932,16
1933,78
1934,93
1935,69
1936,35
1937,97
1938,29
1939,18
1940,64
1941,11
1942,65
1943,36
1944,87
1945,42
1946,12
1947,20
1948,73
1949,42
1950,76
1951,33
1952,63
1953,6
1954,30
1955,71
1956,93
1957,21
1958,38
1959,83
1960,93
1961,31
1962,49
1963,39
1964,42
1965,66
1966,53
1967,54
1968,41
1969,36
1970,10
1971,88
1972,30
1973,19
1974,30
1975,41
1976,89
1977,93
1978,46
1979,26
1980,37
1981,31
1982,22
1983,11
1984,78
1985,13
1986,73
1987,14
1988,95
1989,35
1990,38
1991,29
1992,28
1993,45
1994,42
1995,32
1996,88
1997,61
1998,12
1999,8
2000,83
2001,41
2002,33
2003,72
2004,17
2005,18
2006,99
2007,11
2008,73
2009,63
2010,63
2011,9
2012,58
2013,96
2014,7
2015,1
2016,64
2017,53
2018,83
2019,13
2020,11
2021,21
2022,11
2023,39
2024,49
2025,81
2026,35
2027,3
2028,10
2029,89
2030,30
2031,85
2032,52
2033,48
2034,39
2035,19
2036,97
2037,39
2038,82
2039,42
2040,12
2041,21
2042,18
2043,25
2044,5
2045,89
2046,63
2047,78
2048,42
2049,40
2050,72
2051,42
2052,73
2053,49
2054,30
2055,39
2056,14
2057,9
2058,53
2059,93
2060,12
2061,57
2062,5
2063,17
2064,97
2065,17
2066,48
2067,79
2068,5
2069,0
2070,16
2071,41
2072,48
2073,14
2074,28
2075,67
2076,73
2077,0
2078,19
2079,14
2080,29
2081,20
2082,41
2083,36
2084,76
2085,95
2086,20
2087,47
2088,0
2089,63
2090,74
2091,71
2092,31
2093,45
2094,91
2095,87
2096,87
2097,27
2098,48
2099,86
2100,58
2101,89
2102,27
2103,83
2104,67
2105,71
2106,16
2107,3
2108,20
2109,61
2110,63
2111,49
2112,56
2113,91
2114,56
2115,92
2116,19
2117,67
2118,28
2119,28
2120,67
2121,81
2122,85
2123,89
2124,39
2125,22
2126,41
2127,64
2128,27
2129,87
2130,21
2131,91
2132,36
2133,90
2134,94
2135,71
2136,42
2137,62
2138,95
2139,33
2140,38
2141,32
2142,41
2143,24
2144,89
2145,15
2146,81
2147,8
2148,48
2149,30
2150,52
2151,79
2152,25
2153,68
2154,86
2155,78
2156,87
2157,31
2158,38
2159,52
2160,42
2161,20
2162,98
2163,24
2164,71
2165,49
2166,1
2167,44
2168,91
2169,39
2170,89
2171,89
2172,78
2173,72
2174,29
2175,57
2176,10
2177,33
2178,12
2179,35
2180,4
2181,39
2182,19
2183,56
2184,63
2185,56
2186,73
2187,46
2188,42
2189,22
2190,6
2191,59
2192,42
2193,87
2194,6
2195,87
2196,49
2197,91
2198,33
2199,33
2200,33
2201,7
2202,99
2203,58
2204,25
2205,66
2206,80
2207,39
2208,73
2209,67
2210,14
2211,42
2212,39
2213,22
2214,90
2215,30
2216,24
2217,44
2218,69
2219,97
2220,42
2221,42
2222,26
2223,61
2224,19
2225,67
2226,30
2227,85
2228,21
2229,82
2230,31
2231,29
2232,42
2233,59
2234,62
2235,60
2236,68
2237,44
2238,83
2239,0
2240,41
2241,90
2242,48
2243,82
2244,73
2245,10
2246,28
2247,71
2248,79
2249,42
2250,49
2251,12
2252,17
2253,18
2254,84
2255,53
2256,27
2257,57
2258,68
2259,26
2260,59
2261,63
2262,87
2263,99
2264,3
2265,66
2266,38
2267,29
2268,75
2269,84
2270,47
2271,0
2272,14
2273,12
2274,62
2275,55
2276,63
2277,69
2278,31
2279,73
2280,73
2281,38
2282,59
2283,47
2284,76
2285,25
2286,60
2287,21
2288,33
2289,68
2290,84
2291,19
2292,40
2293,70
2294,22
2295,10
2296,73
2297,81
2298,68
2299,37
2300,28
2301,38
2302,61
2303,47
2304,76
2305,11
2306,72
2307,23
2308,73
2309,97
2310,31
2311,30
2312,80
2313,54
2314,9
2315,15
2316,2
2317,45
2318,93
2319,35
2320,12
2321,58
2322,67
2323,76
2324,69
2325,67
2326,95
2327,26
2328,70
2329,39
2330,73
2331,29
2332,51
2333,99
2334,45
2335,60
2336,34
2337,73
2338,1
2339,93
2340,42
2341,38
2342,42
2343,92
2344,44
2345,30
2346,95
2347,78
2348,84
2349,65
2350,76
2351,29
2352,50
2353,30
2354,69
2355,47
2356,42
2357,74
2358,98
2359,66
2360,31
2361,73
2362,87
2363,12
2364,76
2365,45
2366,38
2367,13
2368,25
2369,68
2370,42
2371,26
2372,37
2373,76
2374,42
2375,0
2376,13
2377,1
2378,5
2379,37
2380,41
2381,93
2382,5
2383,47
2384,14
2385,25
2386,25
2387,10
2388,40
2389,20
2390,67
2391,98
2392,25
2393,71
2394,61
2395,42
2396,58
2397,36
2398,99
2399,60
2400,92
2401,45
2402,47
2403,44
2404,56
2405,78
2406,83
2407,23
2408,47
2409,32
2410,54
2411,33
2412,61
2413,33
2414,53
2415,15
2416,50
2417,31
2418,12
2419,86
2420,4
2421,58
2422,5
2423,30
2424,42
2425,25
2426,0
2427,2
2428,84
2429,33
2430,53
2431,33
2432,94
2433,29
2434,99
2435,34
2436,1
2437,76
2438,63
2439,71
2440,97
2441,37
2442,67
2443,40
2444,93
2445,24
2446,82
2447,23
2448,73
2449,66
2450,91
2451,11
2452,35
2453,76
2454,88
2455,17
2456,29
2457,46
2458,95
2459,54
2460,41
2461,6
2462,19
2463,22
2464,3
2465,91
2466,55
2467,53
2468,72
2469,33
2470,20
2471,63
2472,76
2473,64
2474,23
2475,22
2476,75
2477,29
2478,33
2479,66
2480,74
2481,72
2482,73
2483,84
2484,13
2485,33
2486,42
2487,78
2488,0
2489,19
2490,42
2491,23
2492,85
2493,68
2494,16
2495,37
2496,68
2497,35
2498,40
2499,8
2500,23
2501,76
2502,74
2503,89
2504,60
2505,69
2506,52
2507,32
2508,29
2509,27
2510,9
2511,16
2512,0
2513,74
2514,17
2515,93
2516,62
2517,47
2518,34
2519,42
2520,37
2521,35
2522,67
2523,53
2524,23
2525,99
2526,61
2527,45
2528,64
2529,25
2530,70
2531,47
2532,67
2533,22
2534,67
2535,84
2536,96
2537,79
2538,23
2539,76
2540,45
2541,57
2542,25
2543,64
2544,29
2545,82
2546,66
2547,87
2548,27
2549,71
2550,40
2551,60
2552,2
2553,42
2554,29
2555,27
2556,58
2557,40
2558,5
2559,83
2560,62
2561,26
2562,39
2563,39
2564,93
2565,16
2566,85
2567,27
2568,76
2569,37
2570,42
2571,18
2572,14
2573,74
2574,73
2575,23
2576,20
2577,8
2578,13
2579,51
2580,88
2581,5
2582,25
2583,25
2584,71
2585,77
2586,22
2587,72
2588,60
2589,10
2590,44
2591,13
2592,73
2593,44
2594,47
2595,93
2596,78
2597,68
2598,31
2599,50
2600,87
2601,78
2602,85
2603,58
2604,57
2605,45
2606,28
2607,5
2608,11
2609,81
2610,73
2611,73
2612,47
2613,23
2614,42
2615,12
2616,75
2617,31
2618,97
2619,42
2620,93
2621,71
2622,29
2623,27
2624,85
2625,99
2626,67
2627,39
2628,47
2629,59
2630,29
2631,96
2632,22
2633,36
2634,64
2635,27
2636,13
2637,37
2638,11
2639,85
2640,73
2641,29
2642,78
2643,54
2644,67
2645,70
2646,74
2647,42
2648,0
2649,41
2650,39
2651,87
2652,42
2653,91
2654,47
2655,95
2656,10
2657,21
2658,63
2659,29
2660,12
2661,20
2662,85
2663,78
2664,96
2665,13
2666,92
2667,35
2668,84
2669,75
2670,28
2671,4
2672,47
2673,27
2674,61
2675,85
2676,57
2677,74
2678,42
2679,12
2680,91
2681,42
2682,84
2683,49
2684,20
2685,25
2686,16
2687,26
2688,91
2689,88
2690,85
2691,28
2692,27
2693,83
2694,54
2695,9
2696,71
2697,18
2698,58
2699,33
2700,76
2701,37
2702,3
2703,72
2704,42
2705,46
2706,75
2707,85
2708,26
2709,60
2710,49
2711,50
2712,17
2713,84
2714,99
2715,94
2716,86
2717,25
2718,2
2719,13
2720,72
2721,8
2722,47
2723,44
2724,90
2725,30
2726,78
2727,78
2728,10
2729,39
2730,71
2731,69
2732,72
2733,38
2734,47
2735,60
2736,78
2737,36
2738,75
2739,36
2740,82
2741,42
2742,74
2743,36
2744,13
2745,72
2746,73
2747,42
2748,47
2749,68
2750,39
2751,5
2752,0
2753,56
2754,32
2755,33
2756,34
2757,57
2758,4
2759,29
2760,42
2761,18
2762,87
2763,26
2764,42
2765,25
2766,79
2767,85
2768,38
2769,44
2770,59
2771,5
2772,30
2773,32
2774,42
2775,46
2776,93
2777,2
2778,88
2779,49
2780,11
2781,29
2782,70
2783,7
2784,6
2785,61
2786,63
2787,5
2788,41
2789,25
2790,10
2791,42
2792,23
2793,21
2794,73
2795,68
2796,88
2797,0
2798,65
2799,74
2800,47
2801,59
2802,20
2803,45
2804,11
2805,88
2806,45
2807,72
2808,27
2809,63
2810,60
2811,82
2812,61
2813,68
2814,92
2815,22
2816,84
2817,87
2818,67
2819,91
2820,33
2821,36
2822,9
2823,63
2824,57
2825,50
2826,96
2827,42
2828,34
2829,69
2830,1
2831,82
2832,81
2833,30
2834,15
2835,42
2836,22
2837,33
2838,18
2839,79
2840,78
2841,74
2842,42
2843,13
2844,26
2845,39
2846,35
2847,44
2848,5
2849,63
2850,17
2851,60
2852,79
2853,27
2854,53
2855,37
2856,82
2857,44
2858,42
2859,7
2860,27
2861,14
2862,38
2863,46
2864,21
2865,0
2866,1
2867,84
2868,11
2869,13
2870,29
2871,89
2872,78
2873,31
2874,42
2875,68
2876,47
2877,47
2878,11
2879,95
2880,70
2881,71
2882,58
2883,64
2884,27
2885,8
2886,96
2887,27
2888,42
2889,68
2890,53
2891,80
2892,68
2893,33
2894,1
2895,29
2896,70
2897,21
2898,90
2899,35
2900,21
2901,74
2902,33
2903,53
2904,29
2905,93
2906,14
2907,91
2908,71
2909,88
2910,98
2911,89
2912,27
2913,71
2914,29
2915,16
2916,61
2917,89
2918,83
2919,74
2920,33
2921,99
2922,5
2923,11
2924,61
2925,21
2926,24
2927,67
2928,25
2929,31
2930,19
2931,47
2932,30
2933,97
2934,64
2935,35
2936,22
2937,51
2938,84
2939,18
2940,78
2941,33
2942,42
2943,7
2944,5
2945,22
2946,15
2947,67
2948,15
2949,35
2950,71
2951,41
2952,98
2953,70
2954,17
2955,31
2956,89
2957,5
2958,73
2959,50
2960,0
2961,75
2962,63
2963,45
2964,36
2965,20
2966,84
2967,64
2968,24
2969,73
2970,32
2971,35
2972,82
2973,87
2974,31
2975,14
2976,23
2977,47
2978,36
2979,77
2980,51
2981,61
2982,30
2983,2
2984,64
2985,29
2986,97
2987,16
2988,0
2989,82
2990,42
2991,23
2992,89
2993,84
2994,16
2995,68
2996,35
