ids,labels
325,2
326,19
327,91
328,94
329,14
330,71
331,36
332,61
333,62
334,5
335,60
336,67
337,91
338,34
339,40
340,9
341,73
342,68
343,62
344,99
345,66
346,21
347,6
348,10
349,22
350,68
351,43
352,49
353,58
354,48
355,40
356,96
357,42
358,35
359,27
360,64
361,39
362,71
363,94
364,63
365,10
366,78
367,54
368,12
369,75
370,90
371,33
372,28
373,29
374,5
375,39
376,24
377,0
378,94
379,14
380,26
381,6
382,41
383,65
384,15
385,42
386,29
387,67
388,85
389,65
390,40
391,57
392,3
393,30
394,42
395,78
396,4
397,49
398,52
399,99
400,40
401,63
402,42
403,72
404,6
405,57
406,72
407,16
408,98
409,42
410,40
411,96
412,71
413,63
414,46
415,42
416,65
417,8
418,53
419,42
420,77
421,89
422,42
423,96
424,68
425,42
426,77
427,10
428,27
429,32
430,79
431,46
432,79
433,51
434,14
435,19
436,15
437,67
438,36
439,10
440,16
441,5
442,81
443,85
444,79
445,85
446,65
447,22
448,4
449,85
450,22
451,39
452,22
453,18
454,26
455,9
456,26
457,42
458,7
459,5
460,58
461,87
462,23
463,2
464,92
465,38
466,33
467,17
468,6
469,0
470,79
471,97
472,14
473,14
474,67
475,79
476,33
477,42
478,4
479,25
480,37
481,75
482,61
483,18
484,0
485,99
486,79
487,87
488,67
489,4
490,42
491,94
492,49
493,3
494,74
495,69
496,77
497,74
498,89
499,71
500,65
501,61
502,90
503,11
504,35
505,41
506,63
507,58
508,47
509,93
510,68
511,11
512,99
513,67
514,54
515,53
516,73
517,36
518,83
519,54
520,64
521,98
522,78
523,86
524,70
525,46
526,95
527,42
528,42
529,18
530,4
531,63
532,8
533,94
534,35
535,18
536,76
537,19
538,99
539,6
540,3
541,54
542,2
543,42
544,23
545,67
546,81
547,65
548,71
549,78
550,33
551,35
552,95
553,72
554,78
555,42
556,62
557,56
558,4
559,47
560,23
561,50
562,20
563,14
564,63
565,49
566,10
567,45
568,45
569,93
570,43
571,68
572,91
573,2
574,99
575,76
576,44
577,38
578,58
579,96
580,38
581,87
582,82
583,22
584,0
585,41
586,54
587,33
588,10
589,98
590,42
591,81
592,91
593,56
594,9
595,7
596,6
597,73
598,1
599,39
600,98
601,55
602,83
603,33
604,43
605,84
606,66
607,42
608,66
609,42
610,98
611,82
612,81
613,20
614,0
615,48
616,46
617,18
618,22
619,13
620,49
621,39
622,76
623,0
624,17
625,64
626,48
627,34
628,93
629,82
630,75
631,96
632,97
633,72
634,62
635,60
636,61
637,32
638,61
639,84
640,89
641,12
642,85
643,76
644,8
645,82
646,93
647,94
648,74
649,22
650,15
651,66
652,89
653,97
654,19
655,2
656,44
657,5
658,65
659,36
660,45
661,1
662,94
663,42
664,87
665,82
666,17
667,64
668,99
669,38
670,30
671,95
672,83
673,63
674,32
675,28
676,55
677,91
678,42
679,68
680,14
681,14
682,1
683,92
684,97
685,45
686,7
687,21
688,37
689,32
690,73
691,88
692,86
693,62
694,14
695,10
696,74
697,25
698,93
699,78
700,42
701,42
702,42
703,10
704,65
705,42
706,31
707,85
708,78
709,49
710,63
711,81
712,97
713,1
714,82
715,53
716,74
717,15
718,33
719,57
720,64
721,76
722,60
723,94
724,11
725,1
726,61
727,75
728,62
729,21
730,61
731,78
732,90
733,81
734,94
735,88
736,95
737,42
738,83
739,74
740,93
741,67
742,42
743,63
744,61
745,41
746,88
747,83
748,2
749,82
750,50
751,15
752,48
753,25
754,4
755,71
756,42
757,98
758,67
759,7
760,85
761,5
762,96
763,60
764,27
765,80
766,13
767,90
768,54
769,15
770,76
771,39
772,95
773,24
774,63
775,64
776,70
777,42
778,81
779,0
780,12
781,64
782,88
783,79
784,86
785,60
786,22
787,80
788,82
789,14
790,48
791,33
792,72
793,53
794,16
795,1
796,58
797,94
798,92
799,27
800,16
801,23
802,46
803,58
804,99
805,42
806,39
807,53
808,37
809,42
810,65
811,15
812,4
813,52
814,63
815,32
816,6
817,36
818,6
819,24
820,37
821,4
822,13
823,22
824,67
825,54
826,83
827,16
828,57
829,86
830,11
831,61
832,27
833,31
834,26
835,76
836,96
837,71
838,13
839,39
840,84
841,47
842,98
843,3
844,59
845,74
846,32
847,39
848,53
849,21
850,98
851,6
852,88
853,71
854,88
855,65
856,95
857,78
858,24
859,93
860,44
861,96
862,16
863,33
864,9
865,99
866,19
867,68
868,24
869,96
870,99
871,33
872,63
873,53
874,10
875,78
876,41
877,77
878,54
879,25
880,25
881,29
882,76
883,88
884,70
885,26
886,27
887,2
888,33
889,69
890,36
891,18
892,90
893,66
894,52
895,37
896,99
897,34
898,12
899,99
900,55
901,85
902,15
903,86
904,38
905,99
906,65
907,28
908,99
909,51
910,27
911,39
912,8
913,56
914,52
915,42
916,98
917,77
918,26
919,21
920,6
921,89
922,37
923,48
924,59
925,56
926,65
927,52
928,14
929,52
930,2
931,71
932,9
933,68
934,10
935,23
936,80
937,4
938,54
939,97
940,60
941,54
942,62
943,56
944,23
945,42
946,81
947,42
948,16
949,47
950,96
951,67
952,42
953,51
954,10
955,11
956,71
957,81
958,30
959,88
960,38
961,47
962,55
963,51
964,6
965,3
966,76
967,52
968,53
969,34
970,60
971,63
972,28
973,24
974,65
975,69
976,89
977,90
978,70
979,60
980,77
981,43
982,43
983,78
984,81
985,80
986,66
987,35
988,33
989,21
990,49
991,33
992,15
993,37
994,2
995,78
996,36
997,76
998,53
999,91
1000,63
1001,23
1002,94
1003,28
1004,55
1005,90
1006,86
1007,44
1008,95
1009,14
1010,25
1011,18
1012,11
1013,29
1014,0
1015,9
1016,37
1017,64
1018,74
1019,90
1020,27
1021,52
1022,63
1023,48
1024,71
1025,12
1026,97
1027,0
1028,3
1029,41
1030,21
1031,86
1032,51
1033,66
1034,90
1035,65
1036,81
1037,91
1038,55
1039,30
1040,86
1041,10
1042,86
1043,8
1044,6
1045,9
1046,93
1047,11
1048,78
1049,45
1050,16
1051,15
1052,76
1053,67
1054,20
1055,55
1056,81
1057,26
1058,52
1059,45
1060,15
1061,42
1062,57
1063,60
1064,49
1065,36
1066,23
1067,42
1068,27
1069,15
1070,41
1071,65
1072,6
1073,20
1074,49
1075,28
1076,20
1077,33
1078,7
1079,79
1080,7
1081,89
1082,1
1083,90
1084,42
1085,15
1086,23
1087,44
1088,96
1089,59
1090,29
1091,29
1092,42
1093,93
1094,48
1095,70
1096,48
1097,82
1098,84
1099,81
1100,55
1101,38
1102,27
1103,63
1104,76
1105,4
1106,54
1107,60
1108,1
1109,49
1110,1
1111,92
1112,79
1113,69
1114,46
1115,62
1116,25
1117,26
1118,99
1119,25
1120,21
1121,33
1122,82
1123,42
1124,19
1125,93
1126,1
1127,10
1128,81
1129,69
1130,9
1131,91
1132,96
1133,34
1134,23
1135,40
1136,0
1137,16
1138,51
1139,78
1140,50
1141,33
1142,5
1143,13
1144,52
1145,58
1146,32
1147,32
1148,37
1149,63
1150,61
1151,19
1152,2
1153,49
1154,97
1155,58
1156,7
1157,62
1158,52
1159,53
1160,41
1161,33
1162,8
1163,39
1164,67
1165,78
1166,95
1167,24
1168,46
1169,98
1170,31
1171,83
1172,16
1173,2
1174,47
1175,51
1176,31
1177,69
1178,60
1179,42
1180,95
1181,34
1182,14
1183,63
1184,15
1185,49
1186,63
1187,49
1188,33
1189,38
1190,66
1191,99
1192,27
1193,53
1194,12
1195,93
1196,42
1197,21
1198,52
1199,21
1200,43
1201,77
1202,55
1203,22
1204,53
1205,69
1206,5
1207,29
1208,41
1209,14
1210,41
1211,77
1212,58
1213,60
1214,26
1215,22
1216,19
1217,19
1218,48
1219,5
1220,81
1221,69
1222,77
1223,60
1224,42
1225,92
1226,31
1227,34
1228,36
1229,30
1230,50
1231,82
1232,88
1233,7
1234,38
1235,57
1236,70
1237,60
1238,98
1239,41
1240,75
1241,90
1242,17
1243,61
1244,24
1245,6
1246,84
1247,76
1248,42
1249,28
1250,98
1251,96
1252,32
1253,64
1254,14
1255,54
1256,86
1257,79
1258,70
1259,46
1260,89
1261,89
1262,64
1263,78
1264,39
1265,53
1266,50
1267,50
1268,56
1269,84
1270,46
1271,13
1272,12
1273,74
1274,5
1275,56
1276,68
1277,70
1278,92
1279,93
1280,65
1281,33
1282,37
1283,50
1284,90
1285,67
1286,41
1287,11
1288,99
1289,41
1290,78
1291,90
1292,59
1293,59
1294,35
1295,99
1296,17
1297,64
1298,90
1299,96
1300,43
1301,88
1302,3
1303,45
1304,0
1305,68
1306,33
1307,49
1308,0
1309,79
1310,53
1311,72
1312,42
1313,78
1314,5
1315,35
1316,14
1317,70
1318,9
1319,76
1320,34
1321,48
1322,71
1323,37
1324,42
1325,14
1326,91
1327,58
1328,78
1329,17
1330,1
1331,5
1332,27
1333,5
1334,34
1335,47
1336,38
1337,63
1338,61
1339,28
1340,99
1341,20
1342,88
1343,50
1344,53
1345,42
1346,59
1347,78
1348,35
1349,42
1350,6
1351,46
1352,33
1353,28
1354,23
1355,68
1356,26
1357,52
1358,17
1359,65
1360,47
1361,12
1362,94
1363,81
1364,76
1365,91
1366,55
1367,11
1368,18
1369,52
1370,14
1371,46
1372,19
1373,0
1374,42
1375,67
1376,42
1377,95
1378,73
1379,4
1380,53
1381,60
1382,8
1383,25
1384,59
1385,42
1386,18
1387,12
1388,65
1389,5
1390,5
1391,41
1392,25
1393,23
1394,68
1395,59
1396,12
1397,43
1398,8
1399,35
1400,18
1401,92
1402,5
1403,88
1404,48
1405,80
1406,25
1407,43
1408,8
1409,88
1410,61
1411,74
1412,76
1413,50
1414,95
1415,94
1416,33
1417,52
1418,16
1419,57
1420,99
1421,33
1422,28
1423,15
1424,47
1425,34
1426,57
1427,13
1428,22
1429,57
1430,40
1431,67
1432,34
1433,42
1434,20
1435,87
1436,91
1437,97
1438,9
1439,33
1440,19
1441,57
1442,14
1443,27
1444,46
1445,13
1446,44
1447,24
1448,10
1449,85
1450,4
1451,56
1452,29
1453,78
1454,51
1455,78
1456,62
1457,53
1458,17
1459,28
1460,10
1461,11
1462,65
1463,48
1464,13
1465,71
1466,95
1467,66
1468,98
1469,8
1470,94
1471,25
1472,70
1473,54
1474,12
1475,86
1476,3
1477,12
1478,13
1479,11
1480,99
1481,91
1482,55
1483,45
1484,51
1485,53
1486,28
1487,9
1488,87
1489,48
1490,30
1491,58
1492,78
1493,31
1494,92
1495,39
1496,32
1497,96
1498,42
1499,26
1500,74
1501,59
1502,64
1503,37
1504,70
1505,14
1506,26
1507,12
1508,94
1509,43
1510,15
1511,33
1512,24
1513,32
1514,9
1515,15
1516,12
1517,27
1518,78
1519,50
1520,55
1521,46
1522,69
1523,66
1524,31
1525,20
1526,54
1527,44
1528,86
1529,84
1530,63
1531,19
1532,6
1533,6
1534,69
1535,52
1536,62
1537,67
1538,85
1539,73
1540,16
1541,2
1542,82
1543,65
1544,59
1545,90
1546,39
1547,79
1548,25
1549,75
1550,28
1551,49
1552,42
1553,76
1554,71
1555,74
1556,63
1557,28
1558,56
1559,63
1560,82
1561,11
1562,9
1563,17
1564,31
1565,52
1566,52
1567,36
1568,58
1569,79
1570,42
1571,78
1572,15
1573,15
1574,18
1575,56
1576,3
1577,55
1578,57
1579,5
1580,23
1581,84
1582,52
1583,79
1584,64
1585,63
1586,22
1587,44
1588,15
1589,83
1590,19
1591,32
1592,61
1593,33
1594,5
1595,76
1596,96
1597,87
1598,53
1599,39
1600,60
1601,59
1602,74
1603,6
1604,68
1605,55
1606,23
1607,42
1608,47
1609,11
1610,25
1611,80
1612,6
1613,17
1614,12
1615,27
1616,13
1617,17
1618,67
1619,21
1620,42
1621,21
1622,98
1623,79
1624,21
1625,61
1626,66
1627,41
1628,9
1629,84
1630,54
1631,54
1632,63
1633,95
1634,4
1635,37
1636,52
1637,92
1638,71
1639,17
1640,52
1641,94
1642,39
1643,42
1644,79
1645,34
1646,26
1647,33
1648,57
1649,39
1650,53
1651,88
1652,20
1653,47
1654,45
1655,4
1656,8
1657,25
1658,61
1659,56
1660,68
1661,27
1662,13
1663,92
1664,12
1665,46
1666,76
1667,67
1668,27
1669,2
1670,69
1671,48
1672,74
1673,44
1674,20
1675,8
1676,55
1677,57
1678,63
1679,7
1680,10
1681,52
1682,99
1683,52
1684,90
1685,69
1686,44
1687,15
1688,78
1689,42
1690,61
1691,5
1692,27
1693,86
1694,85
1695,33
1696,61
1697,30
1698,34
1699,24
1700,56
1701,61
1702,62
1703,42
1704,44
1705,29
1706,53
1707,7
1708,38
1709,68
1710,78
1711,91
1712,78
1713,82
1714,61
1715,21
1716,30
1717,42
1718,47
1719,57
1720,16
1721,81
1722,95
1723,72
1724,52
1725,51
1726,62
1727,30
1728,18
1729,61
1730,2
1731,74
1732,21
1733,87
1734,5
1735,69
1736,37
1737,59
1738,0
1739,99
1740,25
1741,85
1742,54
1743,57
1744,73
1745,69
1746,3
1747,98
1748,49
1749,33
1750,30
1751,99
1752,97
1753,8
1754,27
1755,14
1756,90
1757,44
1758,35
1759,1
1760,51
1761,28
1762,44
1763,52
1764,99
1765,16
1766,40
1767,14
1768,32
1769,27
1770,12
1771,42
1772,27
1773,29
1774,59
1775,8
1776,17
1777,56
1778,11
1779,77
1780,1
1781,82
1782,99
1783,34
1784,86
1785,52
1786,86
1787,93
1788,42
1789,20
1790,27
1791,2
1792,25
1793,91
1794,55
1795,65
1796,42
1797,90
1798,70
1799,34
1800,11
1801,26
1802,68
1803,52
1804,14
1805,79
1806,61
1807,22
1808,86
1809,10
1810,93
1811,44
1812,48
1813,5
1814,68
1815,67
1816,99
1817,37
1818,82
1819,76
1820,42
1821,62
1822,65
1823,77
1824,70
1825,12
1826,91
1827,9
1828,95
1829,48
1830,52
1831,95
1832,49
1833,46
1834,3
1835,17
1836,33
1837,94
1838,29
1839,87
1840,49
1841,74
1842,57
1843,42
1844,95
1845,28
1846,16
1847,99
1848,46
1849,31
1850,25
1851,2
1852,76
1853,21
1854,83
1855,59
1856,56
1857,28
1858,17
1859,53
1860,71
1861,7
1862,94
1863,53
1864,89
1865,57
1866,28
1867,7
1868,50
1869,44
1870,53
1871,87
1872,43
1873,17
1874,69
1875,22
1876,17
1877,6
1878,53
1879,68
1880,44
1881,89
1882,15
1883,80
1884,45
1885,30
1886,37
1887,63
1888,28
1889,25
1890,23
1891,52
1892,24
1893,63
1894,27
1895,99
1896,15
1897,21
1898,59
1899,9
1900,81
1901,42
1902,93
1903,61
1904,17
1905,44
1906,49
1907,81
1908,99
1909,94
1910,40
1911,60
1912,42
1913,58
1914,33
1915,88
1916,95
1917,24
1918,36
1919,26
1920,74
1921,88
1922,56
1923,3
1924,65
1925,0
1926,42
1927,22
1928,96
1929,95
1930,69
1931,69
1932,9
1933,78
1934,74
1935,69
1936,11
1937,97
1938,29
1939,27
1940,64
1941,98
1942,65
1943,36
1944,94
1945,88
1946,27
1947,20
1948,50
1949,63
1950,76
1951,29
1952,63
1953,6
1954,30
1955,99
1956,78
1957,4
1958,38
1959,83
1960,73
1961,31
1962,49
1963,39
1964,42
1965,66
1966,53
1967,54
1968,41
1969,36
1970,61
1971,88
1972,30
1973,42
1974,95
1975,41
1976,89
1977,40
1978,46
1979,78
1980,15
1981,31
1982,22
1983,2
1984,78
1985,13
1986,73
1987,51
1988,95
1989,46
1990,38
1991,65
1992,28
1993,45
1994,42
1995,7
1996,88
1997,61
1998,12
1999,8
2000,54
2001,41
2002,33
2003,7
2004,17
2005,18
2006,99
2007,46
2008,76
2009,63
2010,63
2011,9
2012,58
2013,96
2014,77
2015,84
2016,36
2017,53
2018,92
2019,13
2020,46
2021,21
2022,11
2023,39
2024,49
2025,81
2026,35
2027,3
2028,78
2029,89
2030,95
2031,85
2032,52
2033,48
2034,11
2035,97
2036,42
2037,39
2038,82
2039,42
2040,12
2041,21
2042,18
2043,25
2044,5
2045,27
2046,63
2047,78
2048,42
2049,40
2050,72
2051,42
2052,63
2053,49
2054,73
2055,39
2056,6
2057,9
2058,53
2059,66
2060,12
2061,57
2062,5
2063,17
2064,97
2065,37
2066,48
2067,79
2068,5
2069,83
2070,16
2071,41
2072,48
2073,78
2074,79
2075,74
2076,61
2077,0
2078,19
2079,14
2080,44
2081,20
2082,48
2083,36
2084,23
2085,95
2086,20
2087,52
2088,0
2089,63
2090,42
2091,71
2092,21
2093,14
2094,91
2095,92
2096,87
2097,30
2098,22
2099,86
2100,58
2101,89
2102,97
2103,78
2104,72
2105,85
2106,16
2107,3
2108,20
2109,99
2110,44
2111,49
2112,96
2113,91
2114,56
2115,92
2116,19
2117,97
2118,28
2119,31
2120,41
2121,81
2122,90
2123,89
2124,86
2125,99
2126,41
2127,65
2128,27
2129,87
2130,21
2131,44
2132,36
2133,90
2134,94
2135,71
2136,42
2137,62
2138,95
2139,33
2140,38
2141,95
2142,41
2143,24
2144,89
2145,42
2146,81
2147,78
2148,48
2149,95
2150,52
2151,79
2152,20
2153,68
2154,16
2155,39
2156,16
2157,31
2158,38
2159,52
2160,42
2161,20
2162,98
2163,24
2164,71
2165,49
2166,61
2167,46
2168,27
2169,39
2170,46
2171,89
2172,78
2173,42
2174,26
2175,53
2176,10
2177,41
2178,12
2179,11
2180,4
2181,86
2182,19
2183,56
2184,63
2185,79
2186,73
2187,98
2188,42
2189,22
2190,6
2191,59
2192,14
2193,87
2194,14
2195,87
2196,49
2197,91
2198,37
2199,53
2200,33
2201,7
2202,99
2203,13
2204,5
2205,66
2206,97
2207,76
2208,44
2209,62
2210,14
2211,42
2212,86
2213,22
2214,90
2215,75
2216,24
2217,84
2218,69
2219,97
2220,88
2221,42
2222,26
2223,61
2224,97
2225,67
2226,67
2227,75
2228,46
2229,6
2230,31
2231,29
2232,51
2233,29
2234,62
2235,60
2236,68
2237,44
2238,83
2239,0
2240,41
2241,81
2242,48
2243,82
2244,67
2245,10
2246,28
2247,71
2248,79
2249,42
2250,49
2251,81
2252,17
2253,7
2254,84
2255,57
2256,99
2257,57
2258,68
2259,26
2260,59
2261,63
2262,87
2263,61
2264,72
2265,66
2266,75
2267,15
2268,75
2269,20
2270,47
2271,0
2272,14
2273,12
2274,62
2275,55
2276,63
2277,69
2278,3
2279,91
2280,73
2281,38
2282,42
2283,52
2284,12
2285,84
2286,60
2287,21
2288,33
2289,68
2290,84
2291,19
2292,40
2293,70
2294,61
2295,10
2296,57
2297,81
2298,68
2299,33
2300,28
2301,38
2302,10
2303,47
2304,76
2305,35
2306,95
2307,23
2308,44
2309,14
2310,19
2311,73
2312,88
2313,54
2314,9
2315,15
2316,2
2317,45
2318,65
2319,46
2320,12
2321,58
2322,67
2323,76
2324,95
2325,67
2326,95
2327,26
2328,70
2329,78
2330,25
2331,29
2332,51
2333,78
2334,45
2335,60
2336,34
2337,97
2338,1
2339,14
2340,42
2341,42
2342,51
2343,92
2344,44
2345,74
2346,95
2347,44
2348,5
2349,34
2350,76
2351,94
2352,93
2353,30
2354,69
2355,52
2356,38
2357,77
2358,98
2359,66
2360,31
2361,73
2362,87
2363,90
2364,18
2365,42
2366,38
2367,81
2368,25
2369,90
2370,42
2371,70
2372,17
2373,76
2374,33
2375,0
2376,90
2377,67
2378,5
2379,37
2380,41
2381,80
2382,5
2383,52
2384,42
2385,25
2386,86
2387,10
2388,98
2389,20
2390,67
2391,35
2392,5
2393,55
2394,61
2395,42
2396,58
2397,36
2398,99
2399,60
2400,70
2401,44
2402,96
2403,67
2404,56
2405,99
2406,83
2407,23
2408,52
2409,32
2410,54
2411,33
2412,61
2413,49
2414,83
2415,15
2416,67
2417,3
2418,12
2419,86
2420,66
2421,58
2422,5
2423,95
2424,26
2425,61
2426,61
2427,11
2428,86
2429,33
2430,53
2431,33
2432,94
2433,46
2434,99
2435,34
2436,1
2437,49
2438,63
2439,69
2440,66
2441,37
2442,67
2443,40
2444,45
2445,24
2446,82
2447,23
2448,30
2449,66
2450,49
2451,11
2452,11
2453,94
2454,88
2455,42
2456,3
2457,46
2458,95
2459,54
2460,41
2461,6
2462,19
2463,61
2464,3
2465,73
2466,4
2467,53
2468,72
2469,33
2470,20
2471,63
2472,12
2473,64
2474,23
2475,22
2476,75
2477,8
2478,33
2479,66
2480,4
2481,55
2482,91
2483,84
2484,81
2485,33
2486,38
2487,8
2488,0
2489,19
2490,38
2491,23
2492,85
2493,68
2494,86
2495,37
2496,12
2497,11
2498,7
2499,8
2500,23
2501,76
2502,74
2503,89
2504,60
2505,69
2506,96
2507,32
2508,29
2509,65
2510,9
2511,16
2512,0
2513,80
2514,17
2515,54
2516,62
2517,96
2518,88
2519,14
2520,8
2521,46
2522,67
2523,53
2524,60
2525,78
2526,61
2527,26
2528,64
2529,25
2530,70
2531,96
2532,67
2533,86
2534,78
2535,37
2536,63
2537,79
2538,23
2539,76
2540,45
2541,39
2542,25
2543,64
2544,34
2545,82
2546,66
2547,16
2548,27
2549,71
2550,9
2551,60
2552,50
2553,43
2554,31
2555,27
2556,58
2557,40
2558,5
2559,83
2560,62
2561,26
2562,39
2563,86
2564,63
2565,16
2566,85
2567,44
2568,76
2569,89
2570,42
2571,18
2572,14
2573,74
2574,67
2575,23
2576,20
2577,8
2578,78
2579,51
2580,88
2581,5
2582,25
2583,67
2584,59
2585,77
2586,22
2587,72
2588,60
2589,28
2590,42
2591,13
2592,73
2593,35
2594,52
2595,91
2596,99
2597,49
2598,19
2599,50
2600,87
2601,44
2602,85
2603,58
2604,57
2605,45
2606,59
2607,5
2608,11
2609,81
2610,2
2611,73
2612,52
2613,73
2614,7
2615,44
2616,75
2617,31
2618,97
2619,42
2620,44
2621,49
2622,29
2623,63
2624,89
2625,99
2626,73
2627,39
2628,52
2629,59
2630,12
2631,33
2632,10
2633,36
2634,64
2635,27
2636,41
2637,37
2638,46
2639,85
2640,65
2641,78
2642,78
2643,6
2644,67
2645,70
2646,74
2647,42
2648,0
2649,41
2650,39
2651,87
2652,80
2653,44
2654,47
2655,95
2656,10
2657,21
2658,63
2659,55
2660,12
2661,20
2662,85
2663,78
2664,23
2665,13
2666,92
2667,98
2668,84
2669,75
2670,86
2671,4
2672,52
2673,55
2674,61
2675,44
2676,57
2677,74
2678,42
2679,88
2680,91
2681,42
2682,16
2683,49
2684,20
2685,35
2686,16
2687,26
2688,91
2689,88
2690,85
2691,28
2692,27
2693,83
2694,54
2695,46
2696,71
2697,77
2698,13
2699,56
2700,76
2701,37
2702,66
2703,63
2704,63
2705,46
2706,75
2707,90
2708,26
2709,60
2710,49
2711,50
2712,60
2713,88
2714,78
2715,94
2716,86
2717,25
2718,2
2719,13
2720,4
2721,99
2722,52
2723,44
2724,90
2725,95
2726,18
2727,7
2728,93
2729,39
2730,76
2731,69
2732,72
2733,80
2734,47
2735,60
2736,78
2737,36
2738,75
2739,36
2740,82
2741,88
2742,38
2743,36
2744,81
2745,77
2746,93
2747,39
2748,52
2749,68
2750,39
2751,6
2752,53
2753,56
2754,32
2755,88
2756,34
2757,57
2758,74
2759,17
2760,42
2761,80
2762,94
2763,26
2764,63
2765,25
2766,79
2767,44
2768,38
2769,42
2770,59
2771,5
2772,99
2773,32
2774,42
2775,24
2776,77
2777,2
2778,88
2779,49
2780,11
2781,38
2782,62
2783,7
2784,6
2785,61
2786,74
2787,5
2788,41
2789,39
2790,10
2791,42
2792,23
2793,21
2794,73
2795,68
2796,88
2797,0
2798,36
2799,66
2800,47
2801,59
2802,20
2803,26
2804,11
2805,88
2806,83
2807,72
2808,27
2809,4
2810,60
2811,82
2812,61
2813,68
2814,62
2815,16
2816,5
2817,87
2818,32
2819,91
2820,38
2821,36
2822,9
2823,63
2824,83
2825,50
2826,42
2827,42
2828,34
2829,40
2830,67
2831,82
2832,13
2833,73
2834,15
2835,42
2836,22
2837,42
2838,18
2839,79
2840,98
2841,74
2842,97
2843,85
2844,78
2845,39
2846,98
2847,18
2848,5
2849,50
2850,17
2851,60
2852,79
2853,38
2854,53
2855,37
2856,82
2857,44
2858,3
2859,24
2860,27
2861,88
2862,38
2863,46
2864,21
2865,0
2866,61
2867,84
2868,11
2869,90
2870,2
2871,89
2872,78
2873,31
2874,46
2875,68
2876,47
2877,52
2878,11
2879,95
2880,70
2881,23
2882,58
2883,42
2884,27
2885,8
2886,52
2887,27
2888,4
2889,68
2890,53
2891,51
2892,68
2893,63
2894,16
2895,46
2896,61
2897,21
2898,90
2899,11
2900,21
2901,42
2902,50
2903,53
2904,29
2905,93
2906,14
2907,91
2908,71
2909,88
2910,98
2911,17
2912,27
2913,60
2914,64
2915,94
2916,61
2917,25
2918,83
2919,42
2920,4
2921,99
2922,5
2923,11
2924,10
2925,88
2926,6
2927,67
2928,25
2929,31
2930,75
2931,52
2932,30
2933,97
2934,35
2935,11
2936,22
2937,51
2938,84
2939,18
2940,78
2941,33
2942,88
2943,24
2944,5
2945,22
2946,15
2947,99
2948,15
2949,46
2950,60
2951,41
2952,11
2953,70
2954,76
2955,19
2956,89
2957,55
2958,73
2959,50
2960,0
2961,75
2962,63
2963,9
2964,36
2965,20
2966,6
2967,50
2968,24
2969,73
2970,67
2971,35
2972,82
2973,87
2974,31
2975,14
2976,73
2977,96
2978,61
2979,77
2980,42
2981,61
2982,95
2983,46
2984,66
2985,29
2986,42
2987,16
2988,0
2989,82
2990,88
2991,23
2992,89
2993,16
2994,16
2995,68
2996,11
